station_id,station_name,observed_at,date,month,variable_code,value,value_text,unit,quality_flag,quality_note,source_name,source_file,source_row,source_unit,conversion_rule,value_origin
TAIHU_Protozoa,TAIHU_Protozoa,2005-01-01 00:00:00,2005-01-01,2005-01,zoo_number,28354.910714285714,,ind./L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Zoo_number:3:Protozoa,(ind./L),,observed
TAIHU_Rotifera,TAIHU_Rotifera,2005-01-01 00:00:00,2005-01-01,2005-01,zoo_number,178.52008928571428,,ind./L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Zoo_number:3:Rotifera,(ind./L),,observed
TAIHU_Total,TAIHU_Total,2005-01-01 00:00:00,2005-01-01,2005-01,phyto_number,6587249.181547619,,cells/L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_number:3:Total,(Cells/L),,observed
TAIHU_Total,TAIHU_Total,2005-01-01 00:00:00,2005-01-01,2005-01,zoo_number,28617.79157738095,,ind./L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Zoo_number:3:Total,(ind./L),,observed
TAIHU_Xanthophyta,TAIHU_Xanthophyta,2005-01-01 00:00:00,2005-01-01,2005-01,phyto_number,0.0,,cells/L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_number:3:Xanthophyta,(Cells/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,codmn,4.732659932659932,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:3:CT,(mg/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,do,12.252440725244071,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:3:CT,(mg/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,nh4_n,0.33,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:3:CT,(mg/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,no2_n,0.01,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:3:CT,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,no3_n,0.6797333333333334,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:3:CT,(mg/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,ph,7.953333333333333,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:3:CT,(-),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,phyto_biomass,0.08626666666666667,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:3:CT,(mg/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,po4_p,0.0026666666666666666,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:3:CT,(mg/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,tn,2.5543,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:3:CT,(mg/L),,observed
TAIHU_CT,TAIHU_CT,2005-02-01 00:00:00,2005-02-01,2005-02,tp,0.1158,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:3:CT,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,codmn,4.641077441077441,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:3:ET,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,do,12.210599721059971,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:3:ET,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,nh4_n,0.10333333333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:3:ET,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,no2_n,0.007333333333333334,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:3:ET,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,no3_n,0.40409999999999996,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:3:ET,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,ph,7.923333333333333,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:3:ET,(-),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,phyto_biomass,0.13463333333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:3:ET,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,po4_p,0.0013333333333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:3:ET,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,tn,1.7587666666666666,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:3:ET,(mg/L),,observed
TAIHU_ET,TAIHU_ET,2005-02-01 00:00:00,2005-02-01,2005-02,tp,0.08674333333333334,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:3:ET,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,codmn,4.870033670033671,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:3:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,do,12.154811715481172,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:3:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,nh4_n,0.7933333333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:3:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,no2_n,0.013,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:3:GH,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,no3_n,1.4160666666666668,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:3:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,ph,8.026666666666667,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:3:GH,(-),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,phyto_biomass,0.47040000000000004,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:3:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,po4_p,0.0036666666666666666,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:3:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,tn,4.074933333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:3:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2005-02-01 00:00:00,2005-02-01,2005-02,tp,0.11320333333333332,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:3:GH,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,codmn,5.597691197691197,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:3:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,do,10.947399880454272,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:3:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,nh4_n,4.035714285714286,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:3:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,no2_n,0.07014285714285715,,mg/L,"Q05,Q12",超出物理合理范围(0.0-20.0); 湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:3:ML,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,no3_n,1.346257142857143,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:3:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,ph,7.987142857142857,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:3:ML,(-),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,phyto_biomass,0.31355714285714287,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:3:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,po4_p,0.02328571428571429,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:3:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,tn,7.740257142857144,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:3:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2005-02-01 00:00:00,2005-02-01,2005-02,tp,0.15894428571428573,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:3:ML,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,codmn,5.077441077441077,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:3:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,do,12.384937238493725,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:3:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,nh4_n,0.35333333333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:3:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,no2_n,0.024999999999999998,,mg/L,"Q05,Q12",超出物理合理范围(0.0-20.0); 湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:3:ST,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,no3_n,1.6198999999999997,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:3:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,ph,7.866666666666667,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:3:ST,(-),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,phyto_biomass,0.15186666666666668,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:3:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,po4_p,0.005,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:3:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,tn,3.7279666666666667,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:3:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2005-02-01 00:00:00,2005-02-01,2005-02,tp,0.14713333333333334,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:3:ST,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,codmn,5.190064935064935,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:3:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,do,11.800128262602112,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:3:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,nh4_n,1.3274642857142858,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:3:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,no2_n,0.03014702380952381,,mg/L,Q05,超出物理合理范围(0.0-20.0),taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:3:Whole Lake,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,no3_n,1.220392142857143,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:3:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,ph,7.925892857142857,,,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:3:Whole Lake,(-),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,phyto_biomass,0.28851735119047617,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:3:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2005-02-01 00:00:00,2005-02-01,2005-02,po4_p,0.00636904761904762,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:3:Whole Lake,(mg/L),,observed
