station_id,month,station_type,wq_codmn,wq_do,wq_nh4_n,wq_no2_n,wq_no3_n,wq_ph,wq_phyto_biomass,wq_po4_p,wq_tn,wq_tp,n_wq_obs,met_air_temperature_c,met_precipitation_mm,met_wind_speed_ms,met_wind_direction_deg,met_shortwave_radiation_wm2,mee_tn_class,mee_trophic_state,mee_trophic_state_zones,mee_water_quality_category,mee_zone_status,mee_monitoring_point_count,hydro_water_level_m,hydro_water_level_std,hydro_water_level_n_days,rs_clms_lwq_300m_10daily_chla_mean,rs_clms_lwq_300m_10daily_chla_uncertainty,rs_clms_lwq_300m_10daily_fcb_prob,rs_sentinel2_cdse_monthly_30m_B03,rs_sentinel2_cdse_monthly_30m_B04,rs_sentinel2_cdse_monthly_30m_B05,rs_sentinel2_cdse_monthly_30m_B08,rs_sentinel2_cdse_monthly_30m_B11,rs_sentinel2_cdse_monthly_30m_FAI,rs_sentinel2_cdse_monthly_30m_MCI,rs_sentinel2_cdse_monthly_30m_NDCI,rs_sentinel2_cdse_monthly_30m_NDWI,rs_sentinel2_monthly_20m_B03,rs_sentinel2_monthly_20m_B04,rs_sentinel2_monthly_20m_B05,rs_sentinel2_retrieval_20260802_chlorophyll_a_experimental_ug_l,rs_sentinel2_retrieval_20260802_fai,rs_sentinel2_retrieval_20260802_mci,rs_sentinel2_retrieval_20260802_ndci,rs_sentinel2_retrieval_20260802_ndwi,rs_month_low_quality,static_station_inside_lake,static_station_latitude,static_station_longitude,static_lake_area_km2,static_lake_elevation_mean_m,static_dem_valid_frac,station_name,longitude,latitude,target_chla,target_chla_source,target_tp,target_tp_source,target_tn,target_tn_source,target_do,target_do_source,target_bloom,target_bloom_source,wq_chla,target_chla_in_lake,dataset_split
TAIHU_ZS,2005-02,lake_subregion,6.864646464646464,10.491631799163178,2.555,0.0545,1.61105,7.814999999999999,0.6788,0.004,6.529624999999999,0.1259,10.0,,,,,,,,,,,,3.0580238095238097,0.11700511502910751,28.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ZS(湖区均值,无坐标)",,,,,0.1259,taihu_thqbca_v2,6.529624999999999,taihu_thqbca_v2,10.491631799163178,taihu_thqbca_v2,,,,,train
NASA_POWER_120.300_31.200,2005-03,grid_point,,,,,,,,,,,,8.536102150537634,1354.42,4.309959677419355,188.74516129032259,177.05424731182794,,,,,,,3.019967741935484,0.07786466677600706,31.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
NASA_POWER_120.300_31.200,2005-04,grid_point,,,,,,,,,,,,18.131083333333333,1968.77,4.136083333333334,180.0511111111111,202.66265277777777,,,,,,,2.8713444444444445,0.04902134051929875,30.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
NASA_POWER_120.300_31.200,2005-05,grid_point,,,,,,,,,,,,20.98850806451613,1992.5,5.3785349462365595,156.54139784946236,200.30762096774194,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
TAIHU_CT,2005-05,lake_subregion,4.166666666666667,8.30433299215285,0.0566666666666666,0.006,1.7621666666666669,8.06,0.1307,0.002,3.780366666666667,0.0908733333333333,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_CT(湖区均值,无坐标)",,,,,0.0908733333333333,taihu_thqbca_v2,3.780366666666667,taihu_thqbca_v2,8.30433299215285,taihu_thqbca_v2,,,,,train
TAIHU_ET,2005-05,lake_subregion,4.2578125,7.90174002047083,0.0566666666666666,0.0066666666666666,0.3918066666666666,8.06,0.8300666666666667,0.002,1.5942666666666667,0.0615333333333333,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ET(湖区均值,无坐标)",,,,,0.0615333333333333,taihu_thqbca_v2,1.5942666666666667,taihu_thqbca_v2,7.90174002047083,taihu_thqbca_v2,,,,,train
TAIHU_GH,2005-05,lake_subregion,5.166666666666667,8.509041282838622,0.0466666666666666,0.0143333333333333,1.4959666666666669,8.17,0.9369,0.0033333333333333,3.489666666666667,0.1018466666666666,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_GH(湖区均值,无坐标)",,,,,0.1018466666666666,taihu_thqbca_v2,3.489666666666667,taihu_thqbca_v2,8.509041282838622,taihu_thqbca_v2,,,,,train
TAIHU_ML,2005-05,lake_subregion,5.417410714285714,6.942535458400352,1.871428571428572,0.2012857142857143,1.4461285714285717,7.957142857142857,4.012071428571428,0.0101428571428571,5.631549999999999,0.1588428571428571,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ML(湖区均值,无坐标)",,,,,0.1588428571428571,taihu_thqbca_v2,5.631549999999999,taihu_thqbca_v2,6.942535458400352,taihu_thqbca_v2,,,,,train
TAIHU_ST,2005-05,lake_subregion,4.385416666666667,8.3179802115319,0.05,0.0033333333333333,1.2523666666666666,7.996666666666667,0.0369666666666666,0.0023333333333333,3.4672,0.1102333333333333,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ST(湖区均值,无坐标)",,,,,0.1102333333333333,taihu_thqbca_v2,3.4672,taihu_thqbca_v2,8.3179802115319,taihu_thqbca_v2,,,,,train
TAIHU_WHOLE,2005-05,lake_subregion,4.886307198660714,8.009875956523858,0.4771785714285714,0.0542148809523809,1.237026904761905,7.961538690476192,0.886928720238095,0.0045011904761904,3.830311875,0.1380901904761904,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,太湖全湖(18/17点位均值),,,,,0.1380901904761904,taihu_thqbca_v2,3.830311875,taihu_thqbca_v2,8.009875956523858,taihu_thqbca_v2,,,,,train
TAIHU_WT,2005-05,lake_subregion,4.552734375,8.111566018423748,0.405,0.0845,1.7639,7.8875,0.360025,0.004,4.5531,0.14875,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_WT(湖区均值,无坐标)",,,,,0.14875,taihu_thqbca_v2,4.5531,taihu_thqbca_v2,8.111566018423748,taihu_thqbca_v2,,,,,train
TAIHU_XK,2005-05,lake_subregion,3.6828125,8.479017400204707,0.046,0.0036,0.77758,8.086,0.2418,0.0012,1.98162,0.054242,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_XK(湖区均值,无坐标)",,,,,0.054242,taihu_thqbca_v2,1.98162,taihu_thqbca_v2,8.479017400204707,taihu_thqbca_v2,,,,,train
TAIHU_ZS,2005-05,lake_subregion,7.4609375,7.512794268167862,1.285,0.114,1.0063,7.475,0.5468999999999999,0.011,6.144725,0.3783999999999999,10.0,,,,,,,,,,,,2.922182795698925,0.05481766670549446,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ZS(湖区均值,无坐标)",,,,,0.3783999999999999,taihu_thqbca_v2,6.144725,taihu_thqbca_v2,7.512794268167862,taihu_thqbca_v2,,,,,train
NASA_POWER_120.300_31.200,2005-06,grid_point,,,,,,,,,,,,27.66625,1208.93,4.151166666666667,158.67708333333334,227.22438888888888,,,,,,,2.8573111111111107,0.046987235026418245,30.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
NASA_POWER_120.300_31.200,2005-07,grid_point,,,,,,,,,,,,29.58641129032258,4958.47,4.729448924731183,179.20456989247313,191.17950268817202,,,,,,,3.0692580645161294,0.1480880796382471,31.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
NASA_POWER_120.300_31.200,2005-08,grid_point,,,,,,,,,,,,27.615591397849464,4560.25,4.5391263440860214,161.80631720430108,188.11934139784947,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
TAIHU_CT,2005-08,lake_subregion,3.7813813813813817,6.903703703703703,0.10342,0.010671,0.4961333333333333,8.083333333333334,0.9494333333333334,0.0025463333333333,2.081433333333333,0.1108066666666666,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_CT(湖区均值,无坐标)",,,,,0.1108066666666666,taihu_thqbca_v2,2.081433333333333,taihu_thqbca_v2,6.903703703703703,taihu_thqbca_v2,,,,,train
TAIHU_ET,2005-08,lake_subregion,3.44024024024024,6.970370370370371,0.2358333333333333,0.0054336666666666,0.0767233333333333,8.156666666666666,1.1566,0.001821,0.6740333333333334,0.03345,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ET(湖区均值,无坐标)",,,,,0.03345,taihu_thqbca_v2,0.6740333333333334,taihu_thqbca_v2,6.970370370370371,taihu_thqbca_v2,,,,,train
TAIHU_GH,2005-08,lake_subregion,5.1891891891891895,6.451851851851852,0.1875,0.009258,0.3209,8.006666666666666,2.8488999999999995,0.0015416666666666,1.4552333333333334,0.08022,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_GH(湖区均值,无坐标)",,,,,0.08022,taihu_thqbca_v2,1.4552333333333334,taihu_thqbca_v2,6.451851851851852,taihu_thqbca_v2,,,,,train
TAIHU_ML,2005-08,lake_subregion,4.878249678249679,5.434920634920635,0.6455571428571429,0.1091914285714285,0.4293285714285714,7.9471428571428575,8.3644,0.015267,2.662657142857143,0.1615,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ML(湖区均值,无坐标)",,,,,0.1615,taihu_thqbca_v2,2.662657142857143,taihu_thqbca_v2,5.434920634920635,taihu_thqbca_v2,,,,,train
TAIHU_ST,2005-08,lake_subregion,4.072072072072073,7.466666666666666,0.1607333333333333,0.0067813333333333,0.9637,8.123333333333333,0.6681333333333334,0.0011755333333333,2.656233333333333,0.12702,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ST(湖区均值,无坐标)",,,,,0.12702,taihu_thqbca_v2,2.656233333333333,taihu_thqbca_v2,7.466666666666666,taihu_thqbca_v2,,,,,train
TAIHU_WHOLE,2005-08,lake_subregion,4.567123552123553,6.418161375661375,0.2704892261904762,0.0455480223214285,0.4843012797619047,8.037080357142857,2.734735833333333,0.0058048579166666,1.9986869345238092,0.1052422083333333,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,太湖全湖(18/17点位均值),,,,,0.1052422083333333,taihu_thqbca_v2,1.9986869345238092,taihu_thqbca_v2,6.418161375661375,taihu_thqbca_v2,,,,,train
TAIHU_WT,2005-08,lake_subregion,4.686486486486489,6.755555555555556,0.24777,0.0568197499999999,0.480825,7.992500000000001,2.0374,0.00499375,2.460125,0.136375,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_WT(湖区均值,无坐标)",,,,,0.136375,taihu_thqbca_v2,2.460125,taihu_thqbca_v2,6.755555555555556,taihu_thqbca_v2,,,,,train
TAIHU_XK,2005-08,lake_subregion,3.2245045045045044,5.2844444444444445,0.1916,0.008129,0.2541,8.012,0.8744200000000001,0.0007870799999999,1.1680800000000002,0.042416,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_XK(湖区均值,无坐标)",,,,,0.042416,taihu_thqbca_v2,1.1680800000000002,taihu_thqbca_v2,5.2844444444444445,taihu_thqbca_v2,,,,,train
TAIHU_ZS,2005-08,lake_subregion,7.264864864864865,6.0777777777777775,0.3915,0.1581,0.8527,7.975,4.9786,0.0183065,2.8317,0.15015,10.0,,,,,,,,,,,,3.398720430107527,0.12599503508072854,31.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ZS(湖区均值,无坐标)",,,,,0.15015,taihu_thqbca_v2,2.8317,taihu_thqbca_v2,6.0777777777777775,taihu_thqbca_v2,,,,,train
NASA_POWER_120.300_31.200,2005-09,grid_point,,,,,,,,,,,,26.222263888888886,2040.04,4.680819444444444,134.53680555555556,172.91272222222221,,,,,,,3.390822222222222,0.05508612089444984,30.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
NASA_POWER_120.300_31.200,2005-10,grid_point,,,,,,,,,,,,18.55125,1451.74,4.003346774193548,117.5415322580645,135.18948924731183,,,,,,,3.2754731182795696,0.0437523141562397,31.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
NASA_POWER_120.300_31.200,2005-11,grid_point,,,,,,,,,,,,14.371111111111112,1476.66,3.5840277777777776,151.49652777777777,101.23665277777778,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
TAIHU_CT,2005-11,lake_subregion,2.939744731374295,9.478411053540588,0.0982899999999999,0.0021782999999999,0.2811666666666666,8.16,0.3099333333333333,0.0011529333333333,1.6162,0.0752533333333333,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_CT(湖区均值,无坐标)",,,,,0.0752533333333333,taihu_thqbca_v2,1.6162,taihu_thqbca_v2,9.478411053540588,taihu_thqbca_v2,,,,,train
TAIHU_ET,2005-11,lake_subregion,2.536064113980409,9.78238341968912,0.0965966666666666,0.0055866666666666,0.1192266666666666,8.176666666666668,0.1290666666666667,0.0013146666666666,0.9869333333333332,0.0253266666666666,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ET(湖区均值,无坐标)",,,,,0.0253266666666666,taihu_thqbca_v2,0.9869333333333332,taihu_thqbca_v2,9.78238341968912,taihu_thqbca_v2,,,,,train
TAIHU_GH,2005-11,lake_subregion,3.065598100326506,9.436960276338512,0.1115966666666666,0.0069099999999999,0.3531333333333333,8.173333333333334,0.3441333333333334,0.0011458,1.6822666666666668,0.0649866666666666,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_GH(湖区均值,无坐标)",,,,,0.0649866666666666,taihu_thqbca_v2,1.6822666666666668,taihu_thqbca_v2,9.436960276338512,taihu_thqbca_v2,,,,,train
TAIHU_ML,2005-11,lake_subregion,3.75321205953441,7.209474463360473,1.6202242857142857,0.047977,0.5014142857142857,8.001428571428571,0.5906428571428571,0.0090591428571428,4.0019857142857145,0.1394557142857143,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ML(湖区均值,无坐标)",,,,,0.1394557142857143,taihu_thqbca_v2,4.0019857142857145,taihu_thqbca_v2,7.209474463360473,taihu_thqbca_v2,,,,,train
TAIHU_ST,2005-11,lake_subregion,6.140694568121103,9.35405872193437,0.1062133333333333,0.0013478666666666,0.2059333333333333,8.226666666666667,0.1661666666666666,0.0010123333333333,3.2438333333333333,0.1644333333333333,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ST(湖区均值,无坐标)",,,,,0.1644333333333333,taihu_thqbca_v2,3.2438333333333333,taihu_thqbca_v2,9.35405872193437,taihu_thqbca_v2,,,,,train
TAIHU_WHOLE,2005-11,lake_subregion,4.318617224271721,8.911158401184307,0.480661181547619,0.0175912229166666,0.3118977857142857,8.154011904761905,0.3135778571428572,0.0031802582738095,2.655999255952381,0.1130013392857142,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,太湖全湖(18/17点位均值),,,,,0.1130013392857142,taihu_thqbca_v2,2.655999255952381,taihu_thqbca_v2,8.911158401184307,taihu_thqbca_v2,,,,,train
TAIHU_WT,2005-11,lake_subregion,4.600178094390026,9.290155440414509,0.3472825,0.01567975,0.5251,8.254999999999999,0.4052999999999999,0.00126555,3.609375,0.158275,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_WT(湖区均值,无坐标)",,,,,0.158275,taihu_thqbca_v2,3.609375,taihu_thqbca_v2,9.290155440414509,taihu_thqbca_v2,,,,,train
TAIHU_XK,2005-11,lake_subregion,2.174176313446126,9.463212435233158,0.064686,0.0030802,0.146458,8.154,0.28088,0.0012566399999999,0.9159,0.02493,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_XK(湖区均值,无坐标)",,,,,0.02493,taihu_thqbca_v2,0.9159,taihu_thqbca_v2,9.463212435233158,taihu_thqbca_v2,,,,,train
TAIHU_ZS,2005-11,lake_subregion,9.33926981300089,7.27461139896373,1.4004,0.05797,0.36275,8.085,0.2825,0.009235,5.1915,0.25135,10.0,,,,,,,,,,,,3.1713444444444443,0.04349487866389815,30.0,,,,,,,,,,,,,,,,,,,,,False,,,,2329.357405,0.5138400197029114,0.5113428545961378,"TAIHU_ZS(湖区均值,无坐标)",,,,,0.25135,taihu_thqbca_v2,5.1915,taihu_thqbca_v2,7.27461139896373,taihu_thqbca_v2,,,,,train
NASA_POWER_120.300_31.200,2005-12,grid_point,,,,,,,,,,,,3.4395564516129036,612.83,4.135362903225807,202.80120967741937,104.73049731182796,,,,,,,2.9741290322580642,0.06636898413384176,31.0,,,,,,,,,,,,,,,,,,,,,False,1.0,31.2,120.3,2329.357405,0.5138400197029114,0.5113428545961378,太湖区格点 NASA_POWER_120.300_31.200,120.3,31.2,,,,,,,,,,,,,train
