entity_type,entity_id,feature_name,value,unit,quality_flag,quality_note,source_name,source_file,acquisition_date
lake,TAIHU,landcover_built_up_pct,0.00020983376101175018,%,Q00,"ESA WorldCover 2021 类别占比, 样本为湖盆边界内像元",esa_worldcover_2021,,2026-08-24 01:14:57
lake,TAIHU,landcover_bare_sparse_pct,0.00035809991911580393,%,Q00,"ESA WorldCover 2021 类别占比, 样本为湖盆边界内像元",esa_worldcover_2021,,2026-08-24 01:14:57
lake,TAIHU,landcover_snow_ice_pct,,%,Q00,"ESA WorldCover 2021 类别占比, 样本为湖盆边界内像元",esa_worldcover_2021,,2026-08-24 01:14:57
lake,TAIHU,landcover_permanent_water_pct,0.5050086343233249,%,Q00,"ESA WorldCover 2021 类别占比, 样本为湖盆边界内像元",esa_worldcover_2021,,2026-08-24 01:14:57
lake,TAIHU,landcover_herbaceous_wetland_pct,0.0025377901042191574,%,Q00,"ESA WorldCover 2021 类别占比, 样本为湖盆边界内像元",esa_worldcover_2021,,2026-08-24 01:14:57
lake,TAIHU,landcover_mangroves_pct,,%,Q00,"ESA WorldCover 2021 类别占比, 样本为湖盆边界内像元",esa_worldcover_2021,,2026-08-24 01:14:57
lake,TAIHU,landcover_moss_lichen_pct,,%,Q00,"ESA WorldCover 2021 类别占比, 样本为湖盆边界内像元",esa_worldcover_2021,,2026-08-24 01:14:57
basin,HYBAS_4080009590,area_km2,2978.0,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:10
basin,HYBAS_4080009590,distance_to_taihu_boundary_km,128.0494280935083,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:10
basin,HYBAS_4080009590,elevation_mean_m,4.650960922241211,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:10
basin,HYBAS_4080009590,elevation_median_m,3.94814395904541,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:10
basin,HYBAS_4080009590,elevation_std_m,3.7519445419311523,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:10
basin,HYBAS_4080009590,elevation_min_m,-3.1594252586364746,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:10
basin,HYBAS_4080009590,elevation_max_m,112.29278564453125,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:10
basin,HYBAS_4080009590,elevation_valid_frac,0.13063140347262545,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:10
basin,HYBAS_4080009590,landcover_tree_pct,0.025080378866875218,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_shrubland_pct,1.1806531562164694e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_grassland_pct,0.026023417142166293,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_cropland_pct,0.07416195214994915,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_built_up_pct,0.09805020865851895,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_bare_sparse_pct,0.009833626405179654,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_permanent_water_pct,0.009671101064989626,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_herbaceous_wetland_pct,0.00026176767120685154,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009590,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,area_km2,934.7,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009770,distance_to_taihu_boundary_km,93.64041988252865,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009770,elevation_mean_m,4.101677894592285,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009770,elevation_median_m,3.719088315963745,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009770,elevation_std_m,1.4145134687423706,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009770,elevation_min_m,-1.2735459804534912,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009770,elevation_max_m,20.277204513549805,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009770,elevation_valid_frac,0.10281562371628097,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_tree_pct,0.05211846666658433,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_shrubland_pct,1.5283192933792592e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_grassland_pct,0.03000955276746205,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_cropland_pct,0.14303154327520987,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_built_up_pct,0.27814176134012913,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_bare_sparse_pct,0.009973749958318564,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_permanent_water_pct,0.013699915896126158,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_herbaceous_wetland_pct,0.00011115049406394612,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009770,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,area_km2,9.1,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009780,distance_to_taihu_boundary_km,73.2212655782247,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009780,elevation_mean_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009780,elevation_median_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009780,elevation_std_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009780,elevation_min_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009780,elevation_max_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009780,elevation_valid_frac,,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_tree_pct,0.05526353276353276,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_shrubland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_grassland_pct,0.013076923076923076,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_cropland_pct,0.06310897435897436,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_built_up_pct,0.218019943019943,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_bare_sparse_pct,0.015883190883190883,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_permanent_water_pct,0.07869301994301994,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_herbaceous_wetland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009780,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,area_km2,936.1,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009800,distance_to_taihu_boundary_km,97.35152491362537,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009800,elevation_mean_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009800,elevation_median_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009800,elevation_std_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009800,elevation_min_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009800,elevation_max_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009800,elevation_valid_frac,,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_tree_pct,0.0070627451575561995,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_shrubland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_grassland_pct,0.0021716665125988393,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_cropland_pct,0.01219941251867785,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_built_up_pct,0.04477303049577187,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_bare_sparse_pct,0.0019302169321002388,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_permanent_water_pct,0.007155185854089949,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_herbaceous_wetland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009800,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:11
basin,HYBAS_4080009810,area_km2,2002.1,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009810,distance_to_taihu_boundary_km,78.67544230992858,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:11
basin,HYBAS_4080009810,elevation_mean_m,3.8890416622161865,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009810,elevation_median_m,3.3370392322540283,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009810,elevation_std_m,2.2194128036499023,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009810,elevation_min_m,-10.39592170715332,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009810,elevation_max_m,23.39820671081543,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:11
basin,HYBAS_4080009810,elevation_valid_frac,0.04459566415880496,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:11
basin,HYBAS_4080009810,landcover_tree_pct,0.02493457997874585,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_shrubland_pct,3.07052159052609e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_grassland_pct,0.012747270383069062,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_cropland_pct,0.060522539317261335,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_built_up_pct,0.07425514007873021,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_bare_sparse_pct,0.013956748837577288,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_permanent_water_pct,0.017773202473161852,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_herbaceous_wetland_pct,0.00010398833119915024,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009810,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,area_km2,204.0,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:12
basin,HYBAS_4080009880,distance_to_taihu_boundary_km,47.58737072422413,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:12
basin,HYBAS_4080009880,elevation_mean_m,4.467272758483887,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080009880,elevation_median_m,3.764772891998291,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080009880,elevation_std_m,2.580573320388794,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080009880,elevation_min_m,-6.8909010887146,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080009880,elevation_max_m,32.875946044921875,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080009880,elevation_valid_frac,0.33085622342259513,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_tree_pct,0.07194097971255373,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_shrubland_pct,8.70848231058429e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_grassland_pct,0.03021760423845981,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_cropland_pct,0.18018264590232733,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_built_up_pct,0.1585159419135936,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_bare_sparse_pct,0.018250283440364726,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_permanent_water_pct,0.11820914622868807,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_herbaceous_wetland_pct,0.0001051238221777675,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080009880,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,area_km2,573.2,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:12
basin,HYBAS_4080705250,distance_to_taihu_boundary_km,59.51730099734492,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:12
basin,HYBAS_4080705250,elevation_mean_m,5.553253173828125,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705250,elevation_median_m,5.4325408935546875,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705250,elevation_std_m,2.583470582962036,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705250,elevation_min_m,-8.822247505187988,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705250,elevation_max_m,41.12983322143555,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705250,elevation_valid_frac,0.18351983109636555,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_tree_pct,0.053053106858740054,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_shrubland_pct,1.0858965922393143e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_grassland_pct,0.030899594743391778,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_cropland_pct,0.1871056837999431,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_built_up_pct,0.13270674385219644,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_bare_sparse_pct,0.011798809422976269,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_permanent_water_pct,0.08471676559184622,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_herbaceous_wetland_pct,0.0001898961665678501,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705250,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:12
basin,HYBAS_4080705570,area_km2,436.8,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:12
basin,HYBAS_4080705570,distance_to_taihu_boundary_km,36.443781403591515,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:12
basin,HYBAS_4080705570,elevation_mean_m,6.1316657066345215,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705570,elevation_median_m,5.7357563972473145,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705570,elevation_std_m,2.7268731594085693,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705570,elevation_min_m,-24.21951675415039,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705570,elevation_max_m,38.515933990478516,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:12
basin,HYBAS_4080705570,elevation_valid_frac,0.5253073925675025,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:12
basin,HYBAS_4080705570,landcover_tree_pct,0.10479432883344253,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_shrubland_pct,7.2748210016984935e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_grassland_pct,0.032260371166690546,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_cropland_pct,0.12528723344323933,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_built_up_pct,0.24346279705334262,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_bare_sparse_pct,0.011266036211752296,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_permanent_water_pct,0.013993384348754918,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_herbaceous_wetland_pct,0.0002311973601271497,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080705570,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,area_km2,2102.1,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:13
basin,HYBAS_4080694350,distance_to_taihu_boundary_km,92.8375057776573,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:13
basin,HYBAS_4080694350,elevation_mean_m,6.326056480407715,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:13
basin,HYBAS_4080694350,elevation_median_m,5.849214553833008,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:13
basin,HYBAS_4080694350,elevation_std_m,1.6647632122039795,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:13
basin,HYBAS_4080694350,elevation_min_m,-5.485753059387207,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:13
basin,HYBAS_4080694350,elevation_max_m,24.106372833251953,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:13
basin,HYBAS_4080694350,elevation_valid_frac,0.15113240728850078,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_tree_pct,0.03737398869911391,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_shrubland_pct,1.7657634519070245e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_grassland_pct,0.02187114742519584,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_cropland_pct,0.10281831899319378,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_built_up_pct,0.05320140940028252,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_bare_sparse_pct,0.0029478618209836907,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
