check_type,observed_at,station_id,variable_code,source_id,source_class,source_status,source_status_reason,source_unit,unit,unit_status,conversion_rule,canonical_value,observed_value,web_value,proxy_value,proxy_flag,water_level_datum_status,water_level_jump_flag,delta_m,delta_hours,delta_m_per_day,flow_sign_flag,lag_days,lag_correlation,lag_sample_count,flow_sign_flags,flow_sign_policy
observation,2006-01-31T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.026666666666666,8.026666666666666,,,0.0,not_applicable,,,,,,,,,,
observation,2006-01-31T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.080000000000002,8.080000000000002,,,0.0,not_applicable,,,,,,,,,,
observation,2006-01-31T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.116666666666667,8.116666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2006-01-31T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.13,8.13,,,0.0,not_applicable,,,,,,,,,,
observation,2006-01-31T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.079999999999998,8.079999999999998,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.034011904761904,8.034011904761904,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.711428571428572,7.711428571428572,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.25,8.25,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.944999999999999,7.944999999999999,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.97,7.97,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.075,8.075,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.096666666666666,8.096666666666666,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.134,8.134,,,0.0,not_applicable,,,,,,,,,,
observation,2006-04-30T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.090000000000002,8.090000000000002,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.603559523809524,8.603559523809524,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.607142857142858,8.607142857142858,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.653333333333334,8.653333333333334,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,9.07,9.07,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.613333333333333,8.613333333333333,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.59,8.59,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.506666666666666,8.506666666666666,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.358,8.358,,,0.0,not_applicable,,,,,,,,,,
observation,2006-07-31T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.43,8.43,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.15823511904762,8.15823511904762,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.085714285714287,8.085714285714287,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.183333333333332,8.183333333333332,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.955,7.955,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.243333333333332,8.243333333333332,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.4025,8.4025,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.200000000000001,8.200000000000001,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.136,8.136,,,0.0,not_applicable,,,,,,,,,,
observation,2006-10-31T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.06,8.06,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.14498511904762,8.14498511904762,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.955714285714285,7.955714285714285,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.196666666666667,8.196666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.99,7.99,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.156666666666666,8.156666666666666,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.127500000000001,8.127500000000001,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.270000000000001,8.270000000000001,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.25,8.25,,,0.0,not_applicable,,,,,,,,,,
observation,2007-01-31T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.213333333333333,8.213333333333333,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.128467261904762,8.128467261904762,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.898571428571428,7.898571428571428,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.396666666666667,8.396666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.78,7.78,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.086666666666668,8.086666666666668,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.002500000000001,8.002500000000001,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.016666666666666,8.016666666666666,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.24,8.24,,,0.0,not_applicable,,,,,,,,,,
observation,2007-04-30T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.606666666666667,8.606666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.279636904761906,8.279636904761906,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.911428571428571,7.911428571428571,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.106666666666667,8.106666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.54,8.54,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.173333333333334,8.173333333333334,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.415000000000001,8.415000000000001,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.496666666666668,8.496666666666668,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.214,8.214,,,0.0,not_applicable,,,,,,,,,,
observation,2007-07-31T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.38,8.38,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.207464285714286,8.207464285714286,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.335714285714285,8.335714285714285,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.233333333333334,8.233333333333334,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.925000000000001,7.925000000000001,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.383333333333333,8.383333333333333,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.175,8.175,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.396666666666667,8.396666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.193999999999999,8.193999999999999,,,0.0,not_applicable,,,,,,,,,,
observation,2007-10-31T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.016666666666667,8.016666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.115449404761904,8.115449404761904,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.51142857142857,8.51142857142857,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.129999999999999,8.129999999999999,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.99,7.99,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.15,8.15,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.057500000000001,8.057500000000001,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.056666666666667,8.056666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.038,8.038,,,0.0,not_applicable,,,,,,,,,,
observation,2008-01-31T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.989999999999999,7.989999999999999,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_WHOLE,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.30758630952381,8.30758630952381,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_ML,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.012857142857142,8.012857142857142,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_GH,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,7.993333333333333,7.993333333333333,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_ZS,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.07,8.07,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_CT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.196666666666667,8.196666666666667,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_WT,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.4625,8.4625,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_ST,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.666666666666666,8.666666666666666,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_XK,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.332,8.332,,,0.0,not_applicable,,,,,,,,,,
observation,2008-04-30T16:00:00+00:00,TAIHU_ET,pH,taihu_thqbca_history,observed,available,value present in input file,pH,ph,unknown_variable,not_converted,8.726666666666667,8.726666666666667,,,0.0,not_applicable,,,,,,,,,,
