record_id,source_file,variable_code,quality_flag,quality_status
4e1c15eea43b9ff5f0c14622ab5e05286bb7c3df68b843345aad261db64527ae,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
6f5309d30a74352256da6deb10de58af2f5e68c1743de2c514f72a5baca3faea,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
1b9ae75533da38d82cb929d363d5dae2690c252e1906394ddafbdfbef23eb8a6,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
c5da42ffe6bdef8ed08787cceaf1f4252789836b8e1cbdac326abbbf74930514,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
b18ae562db0a448c1207b6e261c1e882eca7472942276431c7610f8a47d22e8a,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,Q12,valid
bc29cd4f80a7b1b545eac02ceb4a0a9ece982a939c39388bef4fe02f95a8d9df,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
168201ec68db5bb2c740eff17b67e2091d1464ba86b52ac528a0d49095c9379c,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
1adf8445ff2e45465c721bf017b435b21646373ebcbd3a8b2b46ca8997a9beca,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
47a04c12c1418805bbb80252ed29af5f3ed5790a8d9159a25af6f67ce6c5ae96,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
eb36c3eb36dbd5d2f7296135284da5276e6c5f76397696f089143c0f24050ae0,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
cedb1e6993dab124ba7bffa27f783fd03fe2ae022b9d560f14052cad4bcfc9d9,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
e4c4dc0032e6cdf25d7debf2afdf31f0d0be57c35d05617a606409c1f73dee08,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
2ab28329dc60d8398534184dc4ca506ff498953cad4c80d361283368e5d20718,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
64a5ae760af233c4d500c5947a0dede9cf52e5a8590fae0b10360197397c44dc,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
d7ee50033ec43734a1517c7a15c3b299d3fe5e7cdaa0413f46f1b6f8e5b150f4,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,"Q05,Q12",valid
01dea75f2257a285ee233eba501dc4fae523ede930fdff4bb0db555157782557,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
1328448b00c3a76a9b9cfcfc6ea3eb60ec77a93e13addc5ccd76c0f84cd038df,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
079ea2e54691f611a970716d386e2d2facfb40bb977254adf61ac3ed4711ea68,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
6c49c69284bbbca263c3f18d15de35eb73e836629ab8945ef2b0fbfb2c26713a,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
f363e47faed655924257707c281efb3e7df864e9fe2d9b374de1367c5be4f0e8,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
890cd53eaefb9e19c0b37d555262b8d03bc0bc147359dedb2fa562bd385591ca,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
c5cd0532456e5646285bd6935f717d3c43557db77a2c8bf3847308bfe3898ebd,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
1402d7fe08a5384a13b6cb5bfa1054070a6200d97655de0a065c88e254f49a25,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
e08f0a487228f1212454cafb1cf411f4700af7d752d1a4de7d9311be0e5c3f59,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
584df7ed8d039422d50b1680afbc6080183b0e911d0163afe47b5667706386e9,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,"Q05,Q12",valid
919448c871dbc5c269d6e710cb328f069c5799ab6b689b8273ebc62a8f47d67c,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
6c0901c29c40111abf61dfc6168e7ae791ed24ab54997ac3c6e93a32153e010c,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
6ca94ed8bec05ed4db60922b940220f8ad791f3508c652080842631dcea7e111,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
4f119c87bec8de2bde7f7f8e33b38f2cca66d262c13d1ae882b9e125694eb95b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
f735457c457919ae6cbb8eb377a8c383007cb16a107480ec36b08e5fbccf443f,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
4c9db2d4fa421e03942807caf053731b060b9cb430f23ed45d3f816ac5f21e21,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
a65e4d691443747d2658fe83791d36469035194a2af25158b3b282517365cebb,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,Q05,valid
6c947cfc80aaa3f73d5b12b4fafaeb3ee8eb2dd5b64b964fff8388f4a66e1a2e,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
5ac4c882cee44043687e283e186a1f0e34d16a6faf52e08387e23d4ac1f11bc9,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
bfac0927c6a9d3e9aa3c774dfec51d9ff94b11a516e703e0ce421bec2106dd9c,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
06ae1e7c8d2f7cfa2db76108c870c141f3e769bfb405194fc12fb714d8a6a8c9,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,"Q05,Q12",valid
f16e42b28ab10b0e306cc4ac2d447ea24ca532f976d43d73bd3ee0508342e14b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
c6a4028f8076e926d772af7886994b514e70ee5e844770c3ce98136f21144ae8,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
cbad2d310e797d79722e737198ef98ee071ba1322c9f146026bcc146e7a1adf8,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
d39966274c658d2d382c2dad5eb0de74c97a60eee4883798515f95684087aed7,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
37abeee09031e47c8d8c17feb2eb34bf2981c7dfce39b80b66e9cf143e25901f,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
02cf613646ec3b74f3bea659862fb7717fe6ab5a1bb5943ab42835b1e19a0516,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
054d8f5743e15a295527a4d2ce8de666f6ecb7c6e335c18aa06086da7af37502,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
f6d2955590f7c8f566e3575a4b0273159536d74beb4abd43158da21859add904,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
0dcd0cff994b2037dcd617735d9657b5f7b9ff066deca8c0d33994fc39430911,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
ff9c6f0e7fb663faccd44c8260d90c0051793f608e24c152725dbf60f4167b0d,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,"Q05,Q12",valid
1970d72e49a347b3d77b0015f3be7fdce7261a1c953d031d6bfc514ad15de2d0,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
78d23e564114c1f64b7122213e6b2147290d738a61328ebe090d16d80910ae10,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
b44d6bb5468467131131d94e365e6e2c6530afba61b6f810bff87db080c5934e,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
b42a77312773ad36c70254b4b17715d31d718410e48a8eb8d4402e8f7c2e767b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
639b0cf193711c628f7ca66e2810b8aee2385cd4806ecd1fa5d12532390b3a5b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
087e74412ca14a6b15b757e9d67056bdda571ae4f4afdeaf559ea96a0d83a49f,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
d1501866bd7dd024200170dc28180dee08a8bc9e85b82381eb1a1b9e8166fb57,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
064e9c3988c1e5eeacfb6c1913879b2fdc2dc8b3a0e7040fcfaaf4d9c008c715,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
c9457c5286d7028823f6cee43a39b8b6a8d7c729e47d9f8a758d7e2f32d8b55a,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
9a53eeffcf23d5eed9eb039a366281d484e630218cf10b20baae9fe8718db87b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,"Q05,Q12",valid
41464940e8781bf3f461a5d13b0a2634897d19b850c8b3d5f58635cacb64590a,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
4739d63adefa454fd8ba919b8147f6f887ca02b2be74140b4a65f4b753eac1f0,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
1b9fb2f1fe79eb47cbe2b07ca0273a725c062235df723c1031ed0a05369edae4,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
b4f52c4833c35bdec989654a2e4f6f16338afcb7471e0a504beba755b151b5df,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
684d19f32f0444895123ad17f94fe959b55ce4e1f972462cf6d14f865e83ee2a,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
4ae2d5fbd25589b5abcc975c5f510c853918ceb5a2015d4c2c32eacb83962578,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
c04db93dad4c27c23f8dda959495034855f461096780ab00d12714c43b85a829,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
e87dd9b739f66d7b653b03fe00578d0e10cc0dd51021a3e9a79888e9b64a36f6,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
6b770eb9e12015cca4cdccf0d875241993deb3259462331fca66a1ef213a8f3c,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
19ba6aec51b6942535b6004e734c8f7c6b94989b400765eeed4d1ccdbb5a5c40,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,Q12,valid
9dd7959d465ff2ab372bb7b11bf42fbbf99f65a8bf9674ab5cf3fc6b1baaa40b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
07c94f4a332595e8505da2185755fe3f03e967dd30b7df4e33f15c90530f7e7b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
6dcb29da93d55a74996813cb2a69339fd9817d0478b6e469b2d32ab826a523e3,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
2cdfe9cf809ea4ff7204fa806dc7661f094481987f66f20e04fbc4e1a2114ef4,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
9c5b52fdd69bc59bf99bdea1bfe0c8a220cb0a30d92ceeeafad90412e0af2aa3,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
7fcba4362033f31d3b6a6a226bc05f61084bc3938471d122fe81edd6e03a5b4b,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
33d7b59fd9c48c43e9daa7bc688e3237e985063cf6658302f5c756f2034df891,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
d2b665700c399d6e0392ff2ce41b69ea0b1015aadfc1ef448d4100de7e25b901,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
c34603eac384cffbf9f14f7c2a0704b9b3c2f9e50ffa77d0698627d71f809780,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
833a0c283ceb859a7ad0f21680989c4fadb2f73f73a50481006fdf78977dc8b2,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,Q12,valid
b5ea3f97346e9d3f1eb3c86b5ad2dcaa13bae3479ca491ea1839c4f0f08f1a7d,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
3fc4762d48209427cdbaec970b41627576d3723fdd05bbb9ce708c145b317946,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,ph,Q12,valid
6e7b72770fe07e46ac619fe1debfc8add6a1937ce21c52f252b4e31c6cd0b27f,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,phyto_biomass,Q12,valid
2315bb4bb9e87ad9e316c945f8ffd2d384de329bbdc1606f70a905e39b807127,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,po4_p,Q12,valid
d13e5b1f4f90a8e1c49fa6789af33fda4d44167d2bb848fd9dcb4bd0891ad8dd,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tn,Q12,valid
75462baf4954dcce06b4215490963e6ec41996b95a44373036ef88d7edad99c8,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,tp,Q12,valid
0ca31a2dfd7402eef55ec9db85dea28ba6dd7e0b3dd7e118d11296e45ae810d8,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,codmn,Q12,valid
0bb4135be74e5bba4706e98fe83c4afc510f6e33808dd23873d340cb3a4f1e55,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,do,Q12,valid
d14556dc16075c31120f3e4bbf69befbee550f4086073ce056e69ac1b2199740,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,nh4_n,Q12,valid
d2fc7138a362cb239ce72b91fdb04a49f2b55b8d55960ccdf61e96623eeb659c,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no2_n,Q12,valid
efc289f3a55ca2e7a05a0b419027160b88f154e3f944e136281d60547dc3b2ab,01_当前主原始数据/taihu_thqbca_zenodo/extracted/THQBCA-V2/1.WaterQuality/1WaterQuality.xlsx,no3_n,Q12,valid
